HotelID,AccommodationName,LocationID,Type,LocationName,BrandList
DIST0000082623,Premier Inn Dubai International Airport,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000082624,Premier Inn Dubai Investment Park,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000082625,Premier Inn Dubai Silicon Oasis,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000082638,President Hotel,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000082860,Pullman Dubai Deira City Centre,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000083088,Queens Hotel,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000083242,Radisson Blu Deira Creek,885,DestinationRegion,Dubai,<Brand>LCH</Brand>
DIST0000083260,Radisson Blu Hotel Dubai Downtown,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000083276,"Radisson Blu Hotel, Dubai Deira Creek",885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000083299,"Radisson Blu Residence, Dubai Marina",885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000083359,Radisson Royal Hotel Dubai,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000083379,Raffles Dubai,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000083414,Ramada Chelsea Al Barsha,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000083422,Ramada Deira,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000083424,Ramada Downtown Dubai,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000083439,Ramada Hotel And Suites Ajman,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>JET</Brand>
DIST0000083465,Ramada Jumeirah Hotel,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000083504,Ramada Plaza Jumeirah Beach Residence,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000083525,Ramada Sharjah,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>JET</Brand>
DIST0000083546,Ramee Guestline Deira,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000083549,Ramee Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000083551,Ramee International,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000083553,Ramee Rose Hotel,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000083554,Ramee Royal,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>JET</Brand>
DIST0000083682,Regal Plaza,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000083715,Regent Beach Resort,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000083719,Regent Palace,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000084328,Rihab Rotana,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000084337,Rimal Rotana - Dubai,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000084355,Rio Hotel,885,DestinationRegion,Dubai,<Brand>BOK</Brand>
DIST0000084383,Ritz Carlton Dubai,885,DestinationRegion,Dubai,<Brand>BOK</Brand>
DIST0000084474,Riviera,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000084726,Rose Garden Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000084733,Rose Rayhaan By Rotana,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000084819,Royal Ascot Hotel,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>JET</Brand>
DIST0000084876,Royal Home Hotel Apartments,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000084951,Royal Plaza Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000085199,Samaya Dubai,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000085200,Samaya Hotel Deira,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000085617,Savoy Crest Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000086079,Seven Sands Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000086106,Shangri-La Hotel Dubai,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000086124,Sharjah Rotana,885,DestinationRegion,Dubai,<Brand>EBK</Brand>
DIST0000086181,Sheraton Creek,885,DestinationRegion,Dubai,<Brand>BOK</Brand>
DIST0000086183,Sheraton Deira,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000086187,Sheraton Dubai Creek Hotel &amp; Towers,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000086188,Sheraton Dubai Mall of the Emirates Hotel,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000086573,Smana Hotel Al Raffa (Formerly Rio Hotel),885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000087126,St George Hotel,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000087215,Star Boutique Studio,885,DestinationRegion,Dubai,<Brand>EBK</Brand>
DIST0000087230,Star Metro Al Barsha Hotel Apartments,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000087231,Star Metro Deira,885,DestinationRegion,Dubai,<Brand>EBK</Brand>
DIST0000087232,Star Metro Deira Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000087465,Suha City Hotel,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000087466,Suha Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000087499,Suite Novotel Mall Of The Emirates,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000087584,Sun And Sands,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000087993,Taj Palace Dubai,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000087994,Taj Palace Hotel,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000088242,The Address Downtown Burj Dubai,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>THP</Brand>
DIST0000088243,The Address Dubai Mall,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand><Brand>THP</Brand>
DIST0000088454,The Country Club Hotel,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000088524,The Fairmont Dubai,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000088595,"The H Hotel, Dubai",885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000088813,The Meydan Hotel,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000088889,The Palace At Oneandonly Royal Mirage,885,DestinationRegion,Dubai,<Brand>EBK</Brand>
DIST0000088890,The Palace Downtown Dubai,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000088981,The Radisson Royal,885,DestinationRegion,Dubai,<Brand>BOK</Brand>
DIST0000089024,"The Ritz-Carlton Dubai, International Financial Centre",885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000089026,The Ritz-Carlton International Finance Center Residences,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000089291,The Westin Dubai Mina Seyahi Beach Resort & Marina,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000089448,TIME Crystal Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000089449,Time Grand Plaza Hotel,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000089450,TIME Oak Hotel &amp; Suites,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000089451,Time Opal Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000089457,Time Square Hotel,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000089667,Towers Rotana,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000089695,Traders Hotel Dubai,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000090009,Tulip Creek ,885,DestinationRegion,Dubai,<Brand>EBK</Brand>
DIST0000090010,Tulip Hotel Apartments,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000090026,Tulip Inn Sharjah,885,DestinationRegion,Dubai,<Brand>EBK</Brand>
DIST0000090454,Versailles,885,DestinationRegion,Dubai,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000090936,Villa Rotana - Dubai,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000091414,Waterfront Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000091575,Winchester Deluxe Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000091576,Winchester Grand,885,DestinationRegion,Dubai,<Brand>BOK</Brand>
DIST0000091577,Winchester Grand Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>JET</Brand>
DIST0000091720,XCLUSIVE Hotel Apartments,885,DestinationRegion,Dubai,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000091721,Xclusive Maples Hotel Apartment,885,DestinationRegion,Dubai,<Brand>EXP</Brand>
DIST0000091808,York International,885,DestinationRegion,Dubai,<Brand>JET</Brand>
DIST0000091829,Zagy Arabian Suites,885,DestinationRegion,Dubai,<Brand>BOK</Brand>
DIST0000055125,Abberley Court,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000055127,Abbey Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000055133,Aberdeen Lodge,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EXP</Brand>
DIST0000055784,Albany House,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000056391,Amberley House,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000057649,Ardmore,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>JET</Brand>
DIST0000057720,Ariel House,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000057766,Arlington,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>LCH</Brand>
DIST0000057767,Arlington Hotel O&#39;connell Bridge,1400,DestinationRegion,Dublin,<Brand>EBK</Brand>
DIST0000057768,Arlington Hotel Temple Bar,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>LCH</Brand>
DIST0000057916,Ashling Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000057917,Ashling Hotel Dublin (Ex Best Western),1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000057941,Aspect Hotel Dublin Park West,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EXP</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000057942,Aspect Hotel Parkwest (Ex Days Hotel Park West),1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000058345,Avalon House Hostel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000058401,Avondale Guesthouse,1400,DestinationRegion,Dublin,<Brand>EBK</Brand>
DIST0000058402,Avondale House Dublin - Guesthouse,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000058695,Ballsbridge Court,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000058915,Barnacles Temple Bar House - Hostel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000058936,Barry&#39;s,1400,DestinationRegion,Dublin,<Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000058937,Barry's Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand>
DIST0000059131,Beacon,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000059318,Belvedere Hotel - Dublin,1400,DestinationRegion,Dublin,<Brand>LCH</Brand>
DIST0000059356,Beresford Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000059524,Best Western Dublin Skylon Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000059718,Best Western Plus Academy Plaza Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000059876,Best Western Sheldon Park,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000059925,Bewleyís Hotel Newlands Cross,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000059926,Bewleys Ballsbridge,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>LCH</Brand>
DIST0000059927,Bewleys Dublin Airport,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>LCH</Brand>
DIST0000059928,Bewleys Hotel Ballsbridge,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000059929,Bewleys Hotel Dublin Airport,1400,DestinationRegion,Dublin,<Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000059930,Bewleys Leopardstown,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>LCH</Brand>
DIST0000060032,Blooms Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000060391,Bracken Court Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand>
DIST0000060439,Bridge House,1400,DestinationRegion,Dublin,<Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000060496,Brooks,1400,DestinationRegion,Dublin,<Brand>LCH</Brand>
DIST0000060497,Brooks Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000060609,Burlington,1400,DestinationRegion,Dublin,<Brand>JET</Brand><Brand>LCH</Brand>
DIST0000060614,Buswells,1400,DestinationRegion,Dublin,<Brand>LCH</Brand>
DIST0000060615,Butlers Townhouse,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000060818,Camden Court,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>LCH</Brand>
DIST0000061082,Carlton Airport,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>LCH</Brand>
DIST0000061093,Carlton Hotel Blanchardstown,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000061095,Carlton Hotel Dublin Airport,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000061127,Carton House Golf And Spa Resort,1400,DestinationRegion,Dublin,<Brand>EBK</Brand>
DIST0000061273,Cassidys,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000061321,Castle Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000061326,Castleknock,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000061327,Castleknock Hotel &amp; Country Club,1400,DestinationRegion,Dublin,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000061872,Charleville Lodge,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000062183,Citynorth Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand>
DIST0000062184,Citywest Conference Golf And Leisure Resort,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000062185,Citywest Hotel Conference,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000062204,Clarion Airport,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>LCH</Brand>
DIST0000062217,Clarion Dublin Liffey Valley,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000062224,Clarion Hotel Dublin City (IFSC),1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000062248,Clarion International Financial Services Centre,1400,DestinationRegion,Dublin,<Brand>LCH</Brand>
DIST0000062290,Clontarf Castle,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000062618,Clyde Court Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000062619,Clyde Court Hotel (Formerly Berkeley Court Hotel),1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand>
DIST0000063037,Conrad Dublin,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000063039,Conrad International,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000063603,Croke Park Hotel,1400,DestinationRegion,Dublin,<Brand>LCH</Brand>
DIST0000063640,Crowne Plaza Blanchardstown,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000063657,Crowne Plaza Dublin - Northwood,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000063821,D4 Ballsbridge Towers,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000063822,D4 Berkeley,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000063950,Davenport O&#39;callaghan,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000063960,Days Hotel Dublin Airport,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000063991,Days Inn Dublin Talbot Street,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000064042,Days Park West,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000064105,Deer Park Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000064107,Deerpark Hotel Golf & Spa,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000064245,Dergvale Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000064934,Drury Court Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000064961,Dublin Citi Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand><Brand>LCH</Brand>
DIST0000064962,Dublin City Inn,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000065040,Dylan,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>JET</Brand><Brand>LCH</Brand>
DIST0000065041,Dylan Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000065728,Esplanade Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand>
DIST0000066030,Express By Holiday Inn,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand>
DIST0000066356,Finnstown Ch Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand>
DIST0000066357,Finnstown Country House Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000066397,Fitzpatrick Castle,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>JET</Brand>
DIST0000066401,Fitzwilliam Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand>
DIST0000066653,Four Seasons Dublin,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000067032,Generator Hostel Dublin,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000067045,George Frederic Handel Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000067120,Glen Guesthouse,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000067430,Grafton Capital Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000067573,Grand Canal Hotel,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000068017,Green Isle Conference & Leisure Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EXP</Brand>
DIST0000068060,Gresham,1400,DestinationRegion,Dublin,<Brand>JET</Brand><Brand>LCH</Brand>
DIST0000068344,Hampton Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000068524,Harcourt,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000068542,Harding,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>LCH</Brand>
DIST0000068564,Harrington Hall,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EXP</Brand>
DIST0000068671,Herbert Park Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000068887,Hilton Dublin,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000068888,Hilton Dublin Airport Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000069261,Holiday Inn Express Dublin Airport,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EXP</Brand>
DIST0000069711,Hotel Abberley Court,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000070049,Hotel Arlington,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000070625,Hotel Clarion Dublin Airport,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000070626,Hotel Clarion Liffey Valley,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000070783,Hotel Croke Park,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000070787,Hotel Crowne Plaza Dublin Northwood,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000071233,Hotel Fitzpatricks Castle,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000071477,Hotel Herbert Park,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000072064,Hotel Lynam&#39;s,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000072065,Hotel Lynams,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000072097,Hotel Maldron Citywest,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000072486,Hotel North Star,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000072662,Hotel Park Plaza Tyrrelstown,1400,DestinationRegion,Dublin,<Brand>BOK</Brand>
DIST0000072935,Hotel Regency Airport,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000073046,Hotel Roganstown Golf Country Club,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000073277,Hotel Sheldon Park,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000073399,Hotel St. George,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000073423,Hotel Stillorgan Park,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000073487,Hotel Tara Towers,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000073590,Hotel Travelodge Dublin Airport South,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000074532,IMI Conference Centre & Residence,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000074533,Imi Residence Hotel,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000074837,Isaacs Hostel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000074959,Jacobs Inn - Hostel / Backpacker,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000075160,Jurys Inn Christchurch,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000075161,Jurys Inn Custom House,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EXP</Brand>
DIST0000075163,Jurys Inn Parnell,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000075493,Kildare Street Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000075495,Kilronan House,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000075530,Kinlay House - Hostel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000076109,La Stampa Hotel &amp; Spa,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000076235,Lansdowne Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000076333,Latchfords Self Catering Apartments,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000077069,Louis Fitzgerald Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand>
DIST0000077235,Lynam&#39;s Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000077236,Lynams Hotel,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>JET</Brand>
DIST0000077473,Maldron Hotel &amp; Leisure Club Cardiff Lane,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand>
DIST0000077474,Maldron Hotel Cardiff Lane,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000077475,Maldron Hotel Parnell Square,1400,DestinationRegion,Dublin,<Brand>EXP</Brand><Brand>JET</Brand>
DIST0000077476,Maldron Hotel Smithfield,1400,DestinationRegion,Dublin,<Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000077477,Maldron Hotel Tallaght,1400,DestinationRegion,Dublin,<Brand>BOK</Brand><Brand>EBK</Brand><Brand>EXP</Brand><Brand>JET</Brand>
DIST0000077610,Maple Hotel,1400,DestinationRegion,Dublin,<Brand>EXP</Brand>
DIST0000078643,Meridien Shelbourne,1400,DestinationRegion,Dublin,<Brand>JET</Brand>
DIST0000078669,Mespil,1400,DestinationRegion,Dublin,<Brand>LCH</Brand>
